day,occupancy,fatigue,staff_level,revpar
0,0.7996714153011233,0.3598779528114164,0.8097922627548841,118.38566839782835
1,0.7361735698828815,0.4224092481810417,0.7510813611192484,121.57270380632181
2,0.8147688538100692,0.40125924007817954,0.8204126377857236,80.03598630935784
3,0.9023029856408026,0.4097676098548832,0.714870819788108,138.32655349404962
4,0.7265846625276664,0.32269902161445335,0.8514577818662822,126.92976951795985
5,0.726586304305082,0.4024510174258943,0.8236298741206523,139.96020219719304
6,0.9079212815507391,0.44979982912454497,0.8128014867156939,62.07489243612621
7,0.8267434729152909,0.5451143607795041,0.8491345491972757,161.76749409561455
8,0.7030525614065047,0.4959270826085207,0.8832737222231288,117.20820743689653
9,0.8042560043585965,0.6153182457511557,0.8507185032509066,142.16365633475033
10,0.7036582307187538,0.3232652437111951,0.7079562884334177,99.20188145748938
11,0.7034270246429744,0.48723206367206784,0.7360211516632149,132.25547810125138
12,0.7741962271566034,0.4183342005738352,0.7687590711152161,98.93168873652688
13,0.5586719755342202,0.6189802933217673,0.8013045525105418,107.5246207860839
14,0.5775082167486967,0.3191701714644849,0.8258829510234562,158.28062707733574
15,0.6937712470759028,0.3160278157819224,0.7637128093423268,116.18635198473307
16,0.6487168879665576,0.3400607354555978,0.8093383382238539,124.34865746359446
17,0.7814247332595274,0.18761042756901933,0.7622308533823339,137.40135461377508
18,0.6591975924478789,0.3474244978319239,0.7694241098504027,129.9136377594521
19,0.6087696298664709,0.3240867338446302,0.7296669451575889,123.00837810287153
20,0.8965648768921555,0.4150393786476208,0.7538383376944549,127.2992200493245
21,0.7274223699513465,0.43417559757771595,0.7324157697191833,168.0683117047655
22,0.7567528204687923,0.5876170839215886,0.7512063373511334,118.8476240593283
23,0.6075251813786543,0.49504238381860505,0.8526820898303921,124.02198093429935
24,0.6955617275474817,0.3423096344337597,0.7525300555584029,141.01308792015223
25,0.7610922589709866,0.3101585328651642,0.9316191032418696,142.11051865915968
26,0.6349006422577697,0.4491919171506506,0.8246658950440445,143.7406061112076
27,0.7875698018345672,0.2679766792979358,0.8092418061847437,132.7746044405837
28,0.6899361310081195,0.5831458765854354,0.7570821109909394,97.13990174539033
29,0.7208306250206723,0.5179440120721287,0.8350154939704496,152.6686306460219
30,0.6898293387770603,0.35308243478952955,0.7712181086881114,97.07309213962624
31,0.9352278184508938,0.22868654709091227,0.8061004907322681,126.05270930478066
32,0.7486502775262066,0.5353872374165414,0.9280042269134398,104.91448299961284
33,0.6442289071044099,0.3885460154747382,0.7951970050137676,118.71723306814015
34,0.8322544912103189,0.5237816311973462,0.8574636663142838,126.5752482060696
35,0.6279156350028978,0.2405572341205633,0.7648411787437057,126.42714430900546
36,0.7708863595004756,0.3400624977046227,0.798250575475152,128.4384150847057
37,0.5540329876120225,0.40052436997181834,0.8885400317817755,152.27422538117293
38,0.6171813951101569,0.40469805937647424,0.7686516471106116,129.0706860302796
39,0.7696861235869124,0.3549934528520757,0.8906224278998465,115.11686729418703
40,0.823846657999541,0.4622849932347499,0.8353875967727739,139.28174336576714
41,0.7671368281189971,0.2932379570617406,0.7718766612052866,143.78940977849282
42,0.7384351717611759,0.3857620514978707,0.8316203869527761,95.44784369726015
43,0.7198896304410711,0.4120295631711899,0.8486277224813366,131.94800139699717
44,0.6021478009632573,0.45144388340587494,0.8310904981108599,134.02345484621796
45,0.6780155791605291,0.471161487808889,0.7214887640054772,114.04872993280016
46,0.7039361229040213,0.2875357908162131,0.7636431412087566,147.51413626623238
47,0.8557122226218916,0.2465885829264378,0.7876240682224248,116.99888825934947
48,0.7843618289568461,0.5277676821898509,0.7962783285449977,122.51152906943085
49,0.5736959844637266,0.43323140119795917,0.831033604877534,116.5385635143226
50,0.7824083969394795,0.32515134634434467,0.8088850500466628,120.31158095162935
51,0.7114917719583683,0.5551151975522524,0.7332327820644949,98.07449826209597
52,0.6823077999694042,0.4115674634292859,0.8190098925502982,91.19898234811411
53,0.8111676288840868,0.5179297184063827,0.8305292872641912,151.89010126449944
54,0.8530999522495951,0.4067518481410109,0.827989522396552,103.06077303363344
55,0.8431280119116199,0.6060747924881987,0.8540390362777311,100.17215301087386
56,0.6660782476777362,0.5755340842443205,0.8416961077274453,76.93219772792571
57,0.7190787624148786,0.3751035851520927,0.8229590039614219,107.22076504620995
58,0.7831263431403563,0.4971570950954356,0.7964917144270677,93.53820413185004
59,0.8475545127122359,0.46453759495851477,0.7169519533242005,152.8403032027274
60,0.702082576215471,0.5368631557532348,0.8214809109566293,140.19634178685268
61,0.7314341023336183,0.3035076539419896,0.8103843843581556,106.23699309644553
62,0.6393665025993972,0.46860514599984393,0.8135789418597688,165.04871610688616
63,0.6303793375919329,0.5058424486849589,0.7361625712089845,139.63530973983188
64,0.8312525822394198,0.2241260513576886,0.7459471729795869,113.50337232982756
