day,occupancy,fatigue,staff_level,revpar
0,0.5824821725025618,0.5714941447497758,0.39706284918179285,79.3563021787624
1,0.6355481329284483,0.5463831865784359,0.36473297141564653,71.12242633986997
2,0.5707580079000039,0.5729412477356388,0.3477640813782109,86.74474424363444
3,0.619203847036096,0.8059272712014796,0.6112688374989925,85.37275817316271
4,0.46063853330462146,0.26822071330057395,0.4370736606307211,126.40074729518284
5,0.6713293707372939,0.8300150551944487,0.6533727709916499,96.49439738041045
6,0.6501205475362224,0.3864064271324782,0.4464198536947702,69.33573748868645
7,0.5682911368931809,0.5600021506148377,0.32926420424070535,81.52838993743586
8,0.7159245668432406,0.5356133369552007,0.3883475560051341,105.32074943144097
9,0.7437570137626559,0.6882829904656079,0.6235811620006939,121.32664159304888
10,0.4892440135631026,0.3602813472174379,0.48441018220633325,66.21025031643063
11,0.5737275221433786,0.6693258999122914,0.4451712703509399,61.80113422291433
12,0.5730857650212702,0.9036464434930278,0.5160018225852787,118.06447763057673
13,0.5560096898891136,0.39552389931107845,0.5501782736167545,95.84421266056356
14,0.7329474841931749,0.6284559251415593,0.6117398815902461,76.9756090218545
15,0.6306173861227197,0.5007026733305087,0.6448499229892927,98.01943629183653
16,0.6235485158689389,0.6638830809289553,0.4640231354210914,50.463783914746834
17,0.4496137635593247,0.6028721666123628,0.3673952313917962,90.05063259895742
18,0.7135418030209226,0.5037769636433536,0.4586534838876724,94.91731759264628
19,0.5260741605146527,0.673180842730661,0.5260280506582886,103.86405209306744
20,0.6559932630266329,0.8706522164680115,0.4036241073789389,74.79156071561194
21,0.6777376937958192,0.5713644312409052,0.4042849085104957,91.28530742105039
22,0.7860658595838651,0.7079636913222273,0.5343787881549885,76.11863060910619
23,0.5191179600880889,0.40600905631932543,0.4951347648429549,93.83075633511476
24,0.3480487844179175,0.45653454347729866,0.5032796995411587,76.56980516455464
25,0.6683849544753695,0.6708609416820566,0.42415046652999305,83.87848741259668
26,0.8300511181510855,0.8226174042803946,0.47695992857942326,75.06276907814656
27,0.7738946352939438,0.653342002317849,0.40757668557316956,99.76704362735485
28,0.6709659415274626,0.5530412954215268,0.5890198411124787,102.87676674984998
29,0.6008363814367953,0.5998937108135031,0.6035249334723752,86.48069145063879
30,0.7307122596637311,0.41243883990454233,0.3153812137761906,90.57356992440043
31,0.5526453800295532,0.690677298953305,0.407048913980759,68.27112878049684
32,0.697635776935622,0.7323499593485113,0.3503470744909921,85.50485027989819
33,0.7005470159166627,0.532186450075038,0.4349976065593102,89.24693074437383
34,0.756020990749888,0.5294936778360748,0.4916562030209639,129.31189636544963
35,0.9259660038911077,0.6398817344478073,0.355035478030147,73.32049461338755
36,0.6892415967178768,0.5344920395939107,0.4078140186874687,111.96265858128656
37,0.5991036374292501,0.5900801078061266,0.39960426279185013,104.95288160198712
38,0.6474425687808005,0.9149582683749773,0.5207267329398944,94.20954606735205
39,0.4730924095110882,0.5629461448881005,0.506934433703625,116.379307262927
40,0.5805286868910942,0.5462489771968166,0.42782624466627467,95.58158208910294
41,0.6090717561886896,0.5028687291547261,0.5176820872139398,95.83738793501894
42,0.5975911602065408,0.7116287957249905,0.44533199154127345,89.20319020473681
43,0.6652354872033722,0.5728163740172846,0.47283448896739466,108.35353323627942
44,0.56775800676178,0.5025940442517861,0.6673452090298537,106.44703850716326
45,0.7621030667324472,0.7981956048409518,0.6340461051790348,80.6148406875568
46,0.6500207064918198,0.8129404506770456,0.3700418763072402,70.21129208101848
47,0.6490699678861386,0.5099364651391942,0.5829732417879174,86.95529043906514
48,0.6172105283487083,0.32001900729590754,0.5811396554491592,77.9994215340353
49,0.6655190683858979,0.7511270534755383,0.38517367112473816,89.04713138076967
50,0.7325098264667635,0.4973055261359994,0.5818777643754861,108.56157202026209
51,0.56328697842891,0.7185938398744153,0.6537931918412553,83.14047517369815
52,0.5841883510924744,0.3044844273432247,0.3877455193755586,89.35764928032637
53,0.6196273971223336,0.7338896007448963,0.4082497178985736,90.87034102212593
54,0.5154129076526786,0.41832421060788283,0.6017661466843502,102.72646323307927
55,0.5680742140278503,0.7096146178599787,0.5271495310825648,56.29665999023092
56,0.6023779126455341,0.6021409601754651,0.5551476275239523,80.89949557852054
57,0.7374389180712728,0.45690908709050326,0.5340589216400496,93.16925538419208
58,0.6762561329001925,0.5389445530609829,0.5390695920928145,108.00118434640292
59,0.6693589911367545,0.702947768543505,0.3673527871688917,82.62146328740693
60,0.7350897962167973,0.6158841679672851,0.6047317706621449,61.85170940937189
61,0.6362628211600604,0.6876619470708726,0.6169589992427773,99.29567168949204
62,0.689046484992889,0.8964660876773227,0.47706092559319724,80.46956416761556
63,0.6396778247067504,0.3653637582433423,0.49565230501861374,72.15500011364458
64,0.6765362349399628,0.8425818862452936,0.3468892497444278,80.63481915430164
65,0.5917241342388418,0.6156533906284819,0.5514254756017835,87.23211963516226
66,0.40611828417235707,0.4651823927515307,0.5572057441714144,80.92883003192681
67,0.6365720837813696,0.40045295613915155,0.4937808983000689,56.91650914351396
68,0.7922748136099941,0.571631941383445,0.6124353359870502,103.45599295330697
69,0.7426215402241593,0.7382475167886688,0.46659227690200594,109.12312561918083
70,0.7465397484591171,0.5808676319433699,0.55646059258936,99.77282987009258
71,0.7736130721806218,0.8266732395371021,0.39803356613078844,72.93471494362775
72,0.6588657590961438,0.38232364649226613,0.4976447849125762,86.97762699078723
73,0.6697315707405596,0.5981866578230918,0.48256457420971643,89.90218027155812
74,0.588234810456565,0.4121409833380321,0.5225307922040942,98.98191584342865
75,0.618392714397295,0.6545447823937451,0.46304730711666414,100.02510733077122
76,0.7115771149771142,0.733033108514595,0.4868527404328332,78.98739301832256
77,0.7703884437168816,0.536885730947842,0.5826047171441506,91.22993334620341
78,0.6360553724319,0.20936792150592987,0.45632357627617826,96.85920606922862
79,0.6049810735148589,0.6298422220194742,0.339342289926132,111.83733483220149
80,0.6500527958856598,0.6655107827600264,0.6749583904205421,100.56759809737085
81,0.7101206748929115,0.6606442132442546,0.6381454078690487,101.83585031063278
82,0.5056145183866458,0.785367328773323,0.3707737304894381,91.25739941894041
83,0.42038190468627623,0.43934194805264265,0.5689707805245194,111.15688717805256
84,0.5949463150508416,0.7020324158175674,0.4497025229448657,96.14644193939246
85,0.5279287574085841,0.7788761268716962,0.526348721533106,77.08368134739644
86,0.5991859802352689,0.33321186239902245,0.5294224129013494,111.05054955187786
87,0.6352219681182528,0.6479477738878465,0.4765592199683678,100.46854908808541
88,0.6046751590976986,0.5243730253488492,0.42162343344136033,83.35433968307277
89,0.7952467534470746,0.5877715990347531,0.4309458947683741,82.80760548901135
90,0.682674476460232,0.6521514725307505,0.40838080845187574,94.44863317711143
91,0.6800474359610829,0.5269157153829671,0.4168177791769555,96.94777192901377
92,0.7122207144043402,0.4986437881257582,0.4932821709950645,92.95938398446809
93,0.536116688221923,0.6051228626232037,0.4284240010889248,94.66963010164328
94,0.753911178742027,0.43691310917057957,0.568205206571262,115.49936061864571
95,0.642423571346454,0.43712623066722217,0.6487246155335927,106.07314728352328
96,0.7170480617241213,0.7019059924434755,0.4419946758629957,92.85953386897536
97,0.5428142766959845,0.4276808947262016,0.5239404500535377,104.11965871151224
98,0.49462412339839357,0.6999468751363818,0.5499685110302934,74.5121414470869
99,0.7317889658025029,0.6693886939280926,0.5472002270919274,95.96890574920214
100,0.6876409526097517,0.3411289906814105,0.5075955267916087,117.13959524599665
101,0.559794844564249,0.4983653021496517,0.5742682418359722,86.72931156911439
102,0.5630336918725306,0.7791164104571058,0.5482248952680657,77.28549107071373
103,0.762543478441477,0.45282517032904773,0.3762337577672702,80.21866667110409
104,0.5310588107132672,0.5303393606535918,0.5869156064389274,73.65550443986417
105,0.8142672953255964,0.6693091339877845,0.5887290837266742,78.22857137808445
106,0.5599379265352131,0.7175085763923893,0.42367138958214184,84.44237852114956
107,0.7138391925608383,0.5622691670933256,0.5037937835447602,68.91649471232037
108,0.6171381524251016,0.5103734707962537,0.568332899281107,90.23427500924404
109,0.7103187431082343,0.8133554792547761,0.47906861804206385,103.53415760679971
110,0.5955885997885808,0.8608349495696368,0.6072978047766012,76.38365729779619
111,0.6337207093927706,0.7468287076172693,0.7363872494619361,112.78925885462652
112,0.6540919175395722,0.6127977213847536,0.4214013967365018,97.66188132791392
113,0.5497812544218528,0.47876014175386106,0.3618955396846225,105.45870878436085
114,0.7240824345420126,0.4754333390165152,0.5303818595604876,80.13248169221794
115,0.5986786433528415,0.6783771157898636,0.5721562505126143,102.81787840599924
116,0.6271400084659982,0.6627597331333025,0.4769133626155231,73.6209914940703
117,0.5505650625391488,0.8102397889419644,0.6453260663321034,103.35371251254763
118,0.393766634120469,0.6975675138804208,0.3661394200276751,92.57759009690297
119,0.6308972237399831,0.3745379547360273,0.5692918623031611,98.29876829977175
120,0.8912615421612916,0.7577921426584378,0.43941391792411066,72.36608091562722
121,0.7284604287898024,0.45029090590283805,0.6719377906207297,76.57395236585093
122,0.6480739620265605,0.5424043092071472,0.6992515353168118,98.95842327380078
123,0.6237109170791733,0.6375300309377542,0.4233343412216652,75.77477993663699
124,0.6522465892812047,0.8993501234675947,0.44504428640914195,96.94809438148684
125,0.704711911517521,1.0,0.5859587886979802,69.49293290309632
126,0.5319187184691155,0.6910084588704274,0.46128693502104856,102.72261319000002
127,0.7614321694668873,0.5725205071919418,0.4954588782067762,71.51215027847236
128,0.7215381315441244,0.6801758472720825,0.502538842054241,98.28449906519285
129,0.7218185725707935,0.7331483138810754,0.30803268438023435,99.38446400469002
130,0.6938475738809727,0.5518998561664212,0.49861622539057626,79.54842272355637
131,0.651961665769399,0.8692817033868483,0.4310272225935826,98.7303985062709
132,0.717286123596682,0.6345106138787103,0.4506877177600228,93.90663395000334
133,0.7091814133741379,0.6746614633637091,0.6443632003468814,81.91737215710893
134,0.6145959289058976,0.6998886378081692,0.3743493105720743,74.87167973885688
135,0.5926398227103099,0.6632379915921683,0.5813205186747977,60.56061462491131
136,0.6601856295261987,0.7258410750704418,0.47210370696681914,95.2447507094954
137,0.8049020151495188,0.5074120220179615,0.47202398315041655,66.52795842956917
138,0.5260892924346099,0.5162547369080954,0.5790371896051711,91.43016299161962
139,0.5032474734247561,0.4349768650542457,0.534005129456889,86.04827675876626
